;Gender;Age;Residence;Education;Occupation;Environmental_affect;Everyday_affect;Time_to_degrade;Recycling_symbol;Microplastic_in_food;Chemical_absorbtion;Recycle_plastic;Product_use;usage_reason;plastic_over_other;purchase_behaviour;ensure_biodegradable;microwavesafe;takeyourbag;location_of_usage;food_in_bag;bag_reuse;bottle_reuse;cleaning_responsibility;dispose_outdoor;waste_around_you;disposal_behaviour;special_bins;negative_impact;teaching_kids;awareness_source;way_to_reduce;willing_to_adopt;alternatives;survival_without_plastic
171;Male;Young;Nishter;College;Working Student;Neutral;Deterioration of Natural Beauty;Don’t know;I never saw it;Neutral;Neutral;Neutral;Bottle;No Alternatives;Usually;More than 25;Often;Never;Never;Outdoor;Always;One time;Few weeks;Sometimes;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I don't think about the negative impact of plastic;No;Own experience;Government regulations and bans;Strongly Agree;Cloth bag;Agree
172;Female;Young;Data gunj buksh;College;Employee;Strongly Agree;Sewage System;Don’t know;I never saw it;Disagree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                 Utensil;Lightweight;Sometimes;More than 25;Often;Never;Usually;Home;Always;more than 5;One time;Always;Dump in near by trash can;Always pick it up;Open Dumping;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Own experience;Other;Strongly Agree;Cloth bag;Strongly Agree
173;Female;Young;Iqbal Town;University;Employee;Agree;Marine life,          Deterioration of Natural Beauty,             Sewage System;Don’t know;No;Neutral;Agree;Strongly Agree;Bottle,                              Buckets,  Food containers,                                 Utensil;Lightweight,        Easily Available;Usually;1- 10;Often;Often;Always;Home;Always;One time;One time;Always;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Sell;No;I don't think about the negative impact of plastic;No;Social media;Individual behavior change;Neutral;Cloth bag;Agree
174;Female;Young;Iqbal Town;University;Employee;Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Don’t know;I never saw it;Neutral;Agree;Agree;Bottle,                          Bags,  Food containers,                                   Slipper,                                    Other;Easily Available;Usually;1- 10;Often;Sometimes;Sometimes;Outdoor;Usually;more than 5;Few months;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Social media;Other;Strongly Agree;Cloth bag;Agree
175;Male;Young;Data gunj buksh;University;Unemployed;Strongly Agree;Sewage System;Never degrade;I never saw it;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Easily Available;Usually;More than 25;Sometimes;Sometimes;Usually;Outdoor;Always;more than 5;Few months;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
176;Female;Young;Iqbal Town;University;Employee;Agree;Marine life;Never degrade;No;Agree;Agree;Strongly Agree;Snack Bag;Easily Available;Never;1- 10;Usually;Usually;Always;Home;Usually;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Always pick it up;Burying;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Individual behavior change;Strongly Agree;Cloth bag;Strongly Agree
177;Male;Young;Data gunj buksh;University;Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;Never degrade;No;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                                 Utensil,                                    Other;Price is Low,                         Lightweight,        Easily Available;Often;1- 10;Sometimes;Never;Never;Outdoor;Always;One time;Few weeks;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;News;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
178;Male;Young;Ravi;University;Student;Strongly Agree;Health;Never degrade;No;Agree;Agree;Strongly Agree;Other;Easily Available;Often;1- 10;Usually;Always;Usually;Outdoor;Sometimes;One time;Few months;Usually;Dump in near by trash can;Ignore it;Burying;No;I don't think about the negative impact of plastic;Yes;Social media;Individual behavior change;Agree;Paper bag;Agree
179;Male;Young;Ravi;University;Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;No;Agree;Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low,                         Lightweight,        Easily Available,               No Alternatives;Often;1- 10;Never;Sometimes;Never;Outdoor;Always;One time;Few months;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;News;Government regulations and bans;Strongly Agree;Cloth bag;Agree
180;Male;Young;Shalamar;University;Working Student;Strongly Agree;Marine life,          Deterioration of Natural Beauty,             Sewage System;Never degrade;Yes;Agree;Agree;Strongly Agree;Bottle,                          Bags,  Food containers,                    Snack Bag;Lightweight,        Easily Available;Usually;11 - 25;Often;Usually;Sometimes;Outdoor;Sometimes;One time;Few weeks;Always;Dump in near by trash can;Always pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Individual behavior change;Strongly Agree;Paper bag;Disagree
181;Male;Young;Cantonement;University;Working Student;Strongly Agree;Deterioration of Natural Beauty;Don’t know;I never saw it;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Easily Available;Sometimes;Not at all;Often;Never;Sometimes;Outdoor;Usually;Don’t reuse;Few weeks;Always;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Sort through proper channels;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;No;Social media;Individual behavior change;Agree;Cloth bag;Agree
182;Male;Young;Ravi;University;Businessman;Agree;Sewage System;Don’t know;I never saw it;Agree;Neutral;Strongly Agree;Bottle,                          Bags,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Easily Available;Usually;11 - 25;Usually;Usually;Never;Outdoor;Usually;One time;Few months;Always;Throw it on ground;Ignore it;Open Dumping;No;I don't think about the negative impact of plastic;No;Social media;Individual behavior change;Strongly Agree;Cloth bag;Neutral
183;Male;Old;Shalamar;University;Student;Agree;Health;days50;No;Agree;Agree;Strongly Agree;Bottle,  Food containers,                    Snack Bag;Price is Low,                         Lightweight;Usually;1- 10;Usually;Usually;Usually;Home;Never;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Own experience;Individual behavior change;Agree;Glass;Agree
184;Female;Young;Iqbal Town;University;Employee;Agree;Marine life;Never degrade;Yes;Agree;Agree;Disagree;Bottle,                          Bags;Other;Sometimes;Not at all;Usually;Usually;Sometimes;Home;Sometimes;Don’t reuse;Didn’t reuse;Always;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about negative impact of plastic but I buy it anyways;Yes;Own experience;Other;Agree;Paper bag;Agree
185;Male;Young;Ravi;College;Working Student;Strongly Agree;Deterioration of Natural Beauty;Never degrade;No;Strongly Agree;Agree;Neutral;Bottle;Easily Available;Usually;1- 10;Often;Often;Often;Home;Often;more than 5;Few weeks;Always;Dump in near by trash can;Always pick it up;Sort through proper channels;No;I think about negative impact of plastic but I buy it anyways;No;Institute;Individual behavior change;Strongly Agree;Paper bag;Strongly Agree
186;Female;Young;Shalamar;University;Employee;Strongly Agree;Health;days50;Yes;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,                                  Bowls,                                   Slipper,                    Snack Bag;Lightweight;Usually;1- 10;Never;Sometimes;Sometimes;Outdoor;Sometimes;One time;Few months;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Institute;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
187;Male;Middle Aged;Gulberg;University;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;No;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,                                   Slipper,                                 Utensil,                                    Other;Easily Available,               No Alternatives;Never;1- 10;Often;Never;Often;Outdoor;Often;more than 5;Few weeks;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;No;Social media;Individual behavior change;Strongly Agree;Cloth bag;Strongly Agree
188;Male;Middle Aged;Aziz Bhatti;College;Employee;Strongly Agree;Health,             Sewage System;Never degrade;I never saw it;Neutral;Neutral;Strongly Agree;Bottle,                          Bags,                                   Slipper,                                 Utensil;Easily Available;Sometimes;1- 10;Often;Never;Sometimes;Office;Always;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Sell;No;I think about negative impact of plastic but I buy it anyways;No;Own experience;Government regulations and bans;Agree;Cloth bag;Strongly Agree
189;Male;Middle Aged;Nishter;University;Working Student;Agree;Health;Don’t know;No;Agree;Agree;Agree;Bottle,                              Buckets,  Food containers,                                   Slipper,                                 Utensil;Easily Available;Always;1- 10;Usually;Never;Sometimes;Home;Usually;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Agree;Paper bag;Disagree
190;Male;Middle Aged;Gulberg;University;Employee;Agree;Marine life,          Deterioration of Natural Beauty,             Sewage System;Never degrade;No;Agree;Agree;Agree;Bottle,                              Buckets,  Food containers,                                   Slipper;Easily Available,               No Alternatives;Sometimes;1- 10;Never;Sometimes;Never;Outdoor;Usually;Don’t reuse;Didn’t reuse;Usually;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I don't think about the negative impact of plastic;No;Social media;Government regulations and bans;Agree;Cloth bag;Agree
191;Male;Middle Aged;Ravi;University;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;Never degrade;Yes;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                    Snack Bag,                                 Utensil;Price is Low,                         Lightweight,        Easily Available;Sometimes;11 - 25;Never;Never;Sometimes;Home;Always;One time;One time;Usually;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Campaigns;Government regulations and bans;Strongly Agree;Cloth bag;Agree
192;Male;Young;Shalamar;University;Employee;Strongly Agree;Marine life,                            Health,             Sewage System;50 years;No;Neutral;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                    Snack Bag,                                 Utensil;Price is Low,                         Lightweight,        Easily Available;Often;11 - 25;Never;Never;Never;Home;Always;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Sell;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Agree;Paper bag;Agree
193;Male;Young;Shalamar;University;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;50 years;No;Agree;Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                 Utensil;Price is Low,        Easily Available;Often;1- 10;Often;Never;Never;Home;Usually;more than 5;One time;Usually;Dump in near by trash can;Ignore it;Burning;No;I think about negative impact of plastic but I buy it anyways;No;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
194;Male;Young;Samnabad;University;Employee;Agree;Marine life;days50;Yes;Strongly Agree;Disagree;Strongly Agree;Bowls;Price is Low;Always;Not at all;Often;Always;Sometimes;Office;Always;2-1 years;Few weeks;Usually;Carry it with you to dispose of later or when you reach home;Always pick it up;Open Dumping;Yes;I think about negative impact and look for the alternative;Yes;Television;Corporate responsibility and sustainability initiatives;Agree;Glass;Neutral
195;Male;Young;Iqbal Town;University;Working Student;Strongly Agree;Health;days50;I never saw it;Strongly Agree;Strongly Agree;Neutral;Bags;Lightweight;Sometimes;More than 25;Usually;Sometimes;Never;Outdoor;Often;2-1 years;Didn’t reuse;Always;Carry it with you to dispose of later or when you reach home;Always pick it up;Sort through proper channels;Yes;I think about negative impact and look for the alternative;Yes;Television;Government regulations and bans;Neutral;Paper bag;Strongly Agree
196;Female;Young;Ravi;University;Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;500 years;No;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low,                         Lightweight,        Easily Available;Often;11 - 25;Sometimes;Always;Sometimes;Home;Always;more than 5;Few months;Often;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Burning;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Agree;Paper bag;Neutral
197;Female;Young;Ravi;University;Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;I never saw it;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low,                         Lightweight,        Easily Available;Usually;1- 10;Sometimes;Always;Usually;Home;Always;One time;Few weeks;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Campaigns;Corporate responsibility and sustainability initiatives;Strongly Agree;Cloth bag;Strongly Agree
198;Female;Young;Data gunj buksh;University;Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;No;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;No Alternatives;Sometimes;1- 10;Never;Sometimes;Always;Outdoor;Usually;more than 5;Few weeks;Usually;Carry it with you to dispose of later or when you reach home;Ignore it;Open Dumping;No;I don't think about the negative impact of plastic;No;Social media;Corporate responsibility and sustainability initiatives;Agree;Cloth bag;Strongly Agree
199;Female;Young;Data gunj buksh;College;Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;No;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Easily Available;Sometimes;More than 25;Sometimes;Sometimes;Never;Home;Usually;One time;Few weeks;Often;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Own experience;Government regulations and bans;Agree;Cloth bag;Strongly Agree
200;Male;Young;Nishter;University;Employee;Strongly Agree;Sewage System;Never degrade;No;Strongly Agree;Strongly Agree;Strongly Agree;Bottle;Lightweight;Usually;1- 10;Sometimes;Always;Often;Home;Usually;Don’t reuse;Few months;Always;Dump in near by trash can;Always pick it up;Open Dumping;No;I don't think about the negative impact of plastic;No;Own experience;Individual behavior change;Strongly Agree;Paper bag;Strongly Agree
201;Male;Middle Aged;Ravi;University;Employee;Agree;Health;Don’t know;No;Agree;Strongly Agree;Agree;Bottle,                          Bags,                              Buckets,                                   Slipper;Easily Available;Usually;More than 25;Usually;Never;Never;Home;Usually;One time;One time;Always;Dump in near by trash can;Ignore it;Sell;No;I don't think about the negative impact of plastic;No;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
202;Male;Young;Wahga;College;Student;Disagree;Deterioration of Natural Beauty;Don’t know;No;Neutral;Agree;Strongly Agree;Bottle,                          Bags,  Food containers,                    Snack Bag;Easily Available;Usually;1- 10;Often;Sometimes;Usually;Home;Often;more than 5;Few weeks;Always;Dump in near by trash can;Always pick it up;Sell;No;I don't think about the negative impact of plastic;Yes;Social media;Individual behavior change;Neutral;Cloth bag;Agree
203;Male;Young;Iqbal Town;College;Student;Agree;Health;Don’t know;No;Strongly Agree;Agree;Agree;Bags;No Alternatives;Always;1- 10;Sometimes;Usually;Usually;Home;Always;One time;Few weeks;Usually;Dump in near by trash can;Always pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Television;Individual behavior change;Agree;Glass;Neutral
204;Male;Young;Cantonement;University;Working Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;Never degrade;I never saw it;Neutral;Disagree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Price is Low,                         Lightweight,        Easily Available;Often;1- 10;Never;Often;Sometimes;Outdoor;Often;more than 5;Few weeks;Usually;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about negative impact of plastic but I buy it anyways;No;Own experience;Individual behavior change;Agree;Paper bag;Disagree
205;Female;Middle Aged;Nishter;Nothing;Housewife;Strongly Agree;Sewage System;Never degrade;I never saw it;Strongly Agree;Strongly Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper;Price is Low,                         Lightweight,               No Alternatives;Usually;1- 10;Usually;Always;Often;Outdoor;Usually;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Agree;Paper bag;Disagree
206;Male;Old;Nishter;University;Employee;Strongly Agree;Sewage System;Never degrade;I never saw it;Agree;Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers;Easily Available;Sometimes;1- 10;Sometimes;Sometimes;Sometimes;Outdoor;Always;One time;Few months;Usually;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Television;Individual behavior change;Agree;Cloth bag;Strongly Agree
207;Female;Old;Nishter;University;Employee;Agree;Health;Never degrade;I never saw it;Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers;Easily Available;Usually;1- 10;Sometimes;Never;Sometimes;Outdoor;Usually;more than 5;Few months;Often;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Television;Government regulations and bans;Agree;Paper bag;Strongly Agree
208;Male;Young;Gulberg;University;Employee;Strongly Agree;Marine life,                            Health,             Sewage System;Don’t know;Yes;Agree;Strongly Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                   Slipper,                    Snack Bag;Lightweight,        Easily Available;Sometimes;1- 10;Usually;Usually;Usually;Outdoor;Sometimes;Don’t reuse;One time;Always;Dump in near by trash can;Always pick it up;Open Dumping;No;I think about negative impact and look for the alternative;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
209;Male;Middle Aged;Iqbal Town;University;Employee;Strongly Agree;Deterioration of Natural Beauty;500 years;No;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                   Slipper,                                 Utensil;Easily Available;Usually;1- 10;Usually;Usually;Often;Home;Usually;One time;One time;Always;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Own experience;Government regulations and bans;Strongly Agree;Paper bag;Agree
210;Male;Young;Gulberg;University;Businessman;Agree;Marine life,                            Health,             Sewage System;Never degrade;Yes;Agree;Agree;Agree;Bottle,                              Buckets,                                  Bowls;No Alternatives;Sometimes;1- 10;Usually;Sometimes;Sometimes;Office;Sometimes;One time;Few weeks;Usually;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about negative impact of plastic but I buy it anyways;Yes;Institute;Individual behavior change;Agree;Paper bag;Strongly Agree
211;Male;Young;Gulberg;University;Employee;Strongly Agree;Health;Never degrade;No;Neutral;Neutral;Strongly Agree;Bottle,                                  Bowls,                                   Slipper,                                 Utensil;Price is Low,                         Lightweight,        Easily Available;Sometimes;Not at all;Sometimes;Sometimes;Never;Home;Always;Don’t reuse;Few months;Always;Carry it with you to dispose of later or when you reach home;Sometimes pick it up;Burning;No;I think about negative impact of plastic but I buy it anyways;No;News;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
212;Male;Young;Samnabad;School;Student;Strongly Agree;Health;Don’t know;No;Strongly Agree;Strongly Agree;Neutral;Bottle;Other;Never;1- 10;Usually;Never;Sometimes;Home;Usually;more than 5;Few weeks;Sometimes;Dump in near by trash can;Always pick it up;Sell;Yes;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Strongly Agree;Paper bag;Strongly Agree
213;Male;Young;Samnabad;School;Student;Strongly Agree;Health;days50;Yes;Strongly Agree;Strongly Agree;Neutral;Bottle;Lightweight;Usually;1- 10;Usually;Always;Never;Home;Usually;more than 5;Few weeks;Usually;Dump in near by trash can;Sometimes pick it up;Sell;Yes;I don't think about the negative impact of plastic;Yes;Social media;Government regulations and bans;Neutral;Glass;Agree
214;Male;Middle Aged;Gulberg;University;Businessman;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;Don’t know;No;Agree;Strongly Agree;Neutral;Bottle,                          Bags,  Food containers,                    Snack Bag;No Alternatives;Sometimes;More than 25;Sometimes;Usually;Never;Office;Always;One time;Didn’t reuse;Usually;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact and look for the alternative;No;Own experience;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
215;Male;Young;Cantonement;University;Student;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty;Don’t know;No;Agree;Agree;Agree;Bottle,                          Bags,  Food containers,                    Snack Bag;Easily Available;Usually;1- 10;Never;Never;Sometimes;Home;Usually;One time;One time;Sometimes;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Campaigns;Individual behavior change;Agree;Paper bag;Disagree
216;Female;Young;Cantonement;University;Student;Neutral;Health;50 years;No;Neutral;Agree;Agree;Bottle,                          Bags,                                 Utensil;Lightweight;Often;;Never;Sometimes;Often;Outdoor;Usually;One time;Few weeks;Always;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Television;Government regulations and bans;Agree;Cloth bag;Strongly Agree
217;Female;Young;Ravi;University;Working Student;Strongly Agree;Marine life;Never degrade;No;Neutral;Agree;Disagree;Bottle,                          Bags,                              Buckets,                                 Utensil;Easily Available;Usually;1- 10;Sometimes;Usually;Always;Home;Often;One time;Few months;Always;Carry it with you to dispose of later or when you reach home;Ignore it;Sell;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Agree
218;Male;Young;Ravi;College;Student;Strongly Agree;Marine life;Never degrade;I never saw it;Neutral;Neutral;Agree;Bottle,  Food containers;Easily Available;Usually;1- 10;Always;Often;Never;Outdoor;Sometimes;2-1 years;One time;Usually;Throw it on ground;Sometimes pick it up;Burying;No;I don't think about the negative impact of plastic;Yes;Social media;Corporate responsibility and sustainability initiatives;Neutral;Paper bag;Agree
219;Male;Middle Aged;Cantonement;College;Businessman;Strongly Agree;Health;Never degrade;No;Strongly Agree;Strongly Agree;Strongly Disagree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Price is Low,                         Lightweight,        Easily Available,               No Alternatives;Sometimes;1- 10;Never;Never;Sometimes;Office;Always;more than 5;Few weeks;Usually;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Social media;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
220;Male;Middle Aged;Cantonement;College;Employee;Agree;Sewage System;Never degrade;No;Agree;Agree;Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil,                                    Other;Price is Low;Usually;1- 10;Sometimes;Often;Sometimes;Outdoor;Always;One time;Few weeks;Usually;Dump in near by trash can;Sometimes pick it up;Sort through proper channels;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Corporate responsibility and sustainability initiatives;Agree;Cloth bag;Agree
221;Male;Young;Gulberg;College;Student;Neutral;Marine life,                            Health,             Sewage System;500 years;Yes;Agree;Agree;Agree;Bags,                                  Bowls,                                    Other;Price is Low,        Easily Available;Often;1- 10;Never;Never;Usually;Outdoor;Usually;2-1 years;Didn’t reuse;Usually;Dump in near by trash can;Ignore it;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;No;Social media;Corporate responsibility and sustainability initiatives;Neutral;Glass;Neutral
222;Male;Young;Cantonement;University;Employee;Strongly Agree;Marine life,          Deterioration of Natural Beauty,             Sewage System;Never degrade;Yes;Neutral;Strongly Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                   Slipper,                    Snack Bag;Price is Low,                         Lightweight,        Easily Available;Usually;1- 10;Never;Always;Often;Outdoor;Usually;One time;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Sell;No;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Social media;Individual behavior change;Strongly Agree;Cloth bag;Agree
223;Female;Young;Gulberg;Nothing;Housewife;Strongly Agree;Sewage System;Don’t know;No;Agree;Strongly Agree;Strongly Agree;Bottle;Lightweight;Usually;1- 10;Never;Sometimes;Usually;Outdoor;Always;Don’t reuse;Didn’t reuse;Always;Carry it with you to dispose of later or when you reach home;Always pick it up;Open Dumping;No;I think about negative impact of plastic but I buy it anyways;Yes;Own experience;Government regulations and bans;Agree;Cloth bag;Agree
224;Male;Young;Cantonement;University;Employee;Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System,                  Local economy;Never degrade;Yes;Agree;Agree;Strongly Agree;Bottle,                          Bags,                              Buckets,  Food containers,                                  Bowls,                                   Slipper,                    Snack Bag,                                 Utensil;Easily Available;Usually;11 - 25;Usually;Usually;Always;Home;Usually;One time;One time;Usually;Dump in near by trash can;Ignore it;Sort through proper channels;Yes;I think about the negative impact of the plastic and sometimes I don not buy it;Yes;Own experience;Government regulations and bans;Strongly Agree;Paper bag;Agree
225;Male;Young;Gulberg;University;Employee;Strongly Agree;Marine life,                            Health,          Deterioration of Natural Beauty,             Sewage System;Never degrade;No;Strongly Agree;Strongly Agree;Strongly Agree;Bottle,                          Bags,  Food containers,                                  Bowls,                    Snack Bag,                                 Utensil;Easily Available;Usually;1- 10;Sometimes;Usually;Usually;Home;Usually;more than 5;Few weeks;Always;Dump in near by trash can;Sometimes pick it up;Open Dumping;No;I think about negative impact and look for the alternative;Yes;Campaigns;Government regulations and bans;Strongly Agree;Cloth bag;Strongly Agree
